industry,lead_score_mean,lead_score_median,lead_score_std,website_visits_mean,email_clicks_mean,conversion_rate_mean,Recommendation
expedite e-business ROI,1.0,1.0,,2114.0,441.0,0.1149350649350649,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite e-business communities,1.0,1.0,,1115.0,44.0,3.6557377049180326,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite efficient applications,1.0,1.0,,9021.0,177.0,0.0210896309314587,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite end-to-end applications,1.0,1.0,,3162.0,99.0,1.236040609137056,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite end-to-end partnerships,1.0,1.0,,7208.0,479.0,0.2574508560558021,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite enterprise architectures,1.0,1.0,,960.0,344.0,0.0867088607594936,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite enterprise metrics,1.0,1.0,,817.0,270.0,0.0494699646643109,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite extensible action-items,1.0,1.0,,8917.0,452.0,0.158772874058127,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite extensible e-business,1.0,1.0,,1664.0,343.0,1.0,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite extensible eyeballs,1.0,1.0,,6906.0,317.0,0.3899721448467966,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite extensible mindshare,1.0,1.0,,7404.0,318.0,0.4353876739562624,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite extensible web services,1.0,1.0,,3101.0,338.0,0.1655405405405405,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite frictionless eyeballs,1.0,1.0,,8448.0,289.0,0.3335949764521193,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite frictionless supply-chains,1.0,1.0,,3455.0,240.0,0.0789220404234841,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite front-end portals,1.0,1.0,,443.0,274.0,0.2483894058697208,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite global schemas,1.0,1.0,,4243.0,328.0,0.2918287937743191,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite granular applications,1.0,1.0,,8885.0,403.0,0.9814814814814816,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite granular experiences,1.0,1.0,,2940.0,292.0,0.2350199733688415,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite granular metrics,1.0,1.0,,9291.0,498.0,0.1763959390862944,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite granular partnerships,1.0,1.0,,1259.0,442.0,0.2260397830018083,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite granular portals,1.0,1.0,,3945.0,56.0,0.1369426751592356,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite holistic markets,1.0,1.0,,1517.0,263.0,5.032258064516129,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite holistic metrics,1.0,1.0,,4862.0,436.0,0.2548618219037871,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite holistic users,1.0,1.0,,1618.0,285.0,2.54421768707483,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite impactful solutions,1.0,1.0,,1896.0,167.0,0.0383720930232558,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite integrated e-tailers,1.0,1.0,,629.0,275.0,0.1792223572296476,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite integrated metrics,1.0,1.0,,6932.0,454.0,0.6416382252559727,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite integrated paradigms,1.0,1.0,,3058.0,312.0,0.1012588943623426,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite interactive action-items,1.0,1.0,,3835.0,89.0,0.0386847195357833,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite interactive portals,1.0,1.0,,3254.0,217.0,0.0884831460674157,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite interactive supply-chains,1.0,1.0,,6662.0,475.0,0.2397003745318352,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite intuitive applications,1.0,1.0,,710.0,118.0,0.131578947368421,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite intuitive functionalities,1.0,1.0,,6231.0,109.0,0.1049125728559533,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite intuitive portals,1.0,1.0,,3373.0,341.0,0.3905053598774885,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite killer e-commerce,1.0,1.0,0.0,4108.5,195.0,0.23954710318346673,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite killer technologies,1.0,1.0,,1162.0,484.0,0.0230292294065544,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite leading-edge e-services,1.0,1.0,,7861.0,440.0,0.276558384547849,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite magnetic content,1.0,1.0,,4986.0,82.0,0.8353552859618717,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite magnetic relationships,1.0,1.0,,5644.0,33.0,0.2575757575757575,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite mission-critical applications,1.0,1.0,,2418.0,141.0,0.3405405405405405,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite mission-critical architectures,1.0,1.0,,6704.0,66.0,0.1626569037656903,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite mission-critical bandwidth,1.0,1.0,,1045.0,344.0,0.1566147859922179,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite mission-critical e-tailers,1.0,1.0,,4828.0,62.0,1.0846681922196797,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite mission-critical markets,1.0,1.0,,1063.0,265.0,0.3244813278008299,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite mission-critical paradigms,1.0,1.0,,6992.0,298.0,0.4,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite next-generation applications,1.0,1.0,,8611.0,215.0,0.4593939393939394,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite next-generation architectures,1.0,1.0,,8158.0,170.0,0.0181405895691609,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite next-generation channels,1.0,1.0,,9647.0,421.0,1.8484848484848484,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite next-generation info-mediaries,1.0,1.0,,1415.0,479.0,0.391705069124424,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite next-generation infrastructures,1.0,1.0,,849.0,427.0,1.2984615384615386,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite next-generation markets,1.0,1.0,,7008.0,492.0,0.0653739612188365,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite one-to-one applications,1.0,1.0,,2122.0,25.0,0.0941096817874069,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite one-to-one e-commerce,1.0,1.0,,8084.0,493.0,0.5296655879180151,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite one-to-one systems,1.0,1.0,,1094.0,194.0,0.4256198347107438,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite open-source ROI,1.0,1.0,,4907.0,11.0,0.1929316338354577,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite open-source channels,1.0,1.0,,3316.0,149.0,0.4412393162393162,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite open-source deliverables,1.0,1.0,,5811.0,312.0,0.1962524654832347,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite open-source e-tailers,1.0,1.0,,5769.0,109.0,0.240566037735849,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite open-source experiences,1.0,1.0,,6019.0,201.0,0.7761437908496732,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite open-source interfaces,1.0,1.0,,6389.0,35.0,0.5489690721649485,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite open-source partnerships,1.0,1.0,,8830.0,123.0,3.057471264367816,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite open-source solutions,1.0,1.0,,4590.0,297.0,0.0456498388829215,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite open-source synergies,1.0,1.0,,6858.0,492.0,0.1584070796460177,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite out-of-the-box e-commerce,1.0,1.0,,5883.0,183.0,0.2027106658809664,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite plug-and-play deliverables,1.0,1.0,,2749.0,484.0,0.1686367218282111,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite plug-and-play paradigms,1.0,1.0,,9115.0,156.0,0.0139917695473251,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite plug-and-play relationships,1.0,1.0,,1116.0,487.0,0.0929853181076672,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite plug-and-play technologies,1.0,1.0,,6083.0,468.0,0.1148264984227129,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite proactive niches,1.0,1.0,,6011.0,369.0,0.023,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
expedite proactive users,1.0,1.0,,2742.0,129.0,0.0704879938032533,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
